,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
986782,4/29/2017 2:43,4/29/2017 2:55,668.707,14th & Harvard St NW,1st & Rhode Island Ave NW,Customer
9307,1/3/2017 21:47,1/3/2017 22:03,997.815,Independence Ave & L'Enfant Plaza SW/DOE,Florida Ave & R St NW,Subscriber
636156,3/30/2017 12:31,3/30/2017 12:42,663.153,New Hampshire Ave & T St NW,18th St & Pennsylvania Ave NW,Subscriber
1605777,6/20/2017 7:52,6/20/2017 8:08,993.062,New Jersey Ave & R St NW,24th & N St NW,Subscriber
1019509,5/1/2017 7:41,5/1/2017 7:50,569.975,California St & Florida Ave NW,24th & N St NW,Subscriber
573746,3/24/2017 19:34,3/24/2017 19:58,1441.797,19th St & Constitution Ave NW,10th & K St NW,Customer
921972,4/23/2017 2:40,4/23/2017 3:20,2381.516,Henry Bacon Dr & Lincoln Memorial Circle NW,17th St & Independence Ave SW,Customer
320941,2/20/2017 13:09,2/20/2017 13:26,1029.181,13th & D St NE,4th & D St NW / Judiciary Square,Customer
310623,2/19/2017 14:22,2/19/2017 14:57,2099.966,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
1581121,6/18/2017 5:47,6/18/2017 6:38,3072.286,17th & K St NW / Farragut Square,7th & E St SW,Subscriber
1218069,5/19/2017 12:20,5/19/2017 2:54,9263.856,19th & E Street NW,19th & E Street NW,Customer
1496930,6/11/2017 10:54,6/11/2017 11:20,1538.351,Georgetown Harbor / 30th St NW,17th & G St NW,Customer
1145920,5/14/2017 5:00,5/14/2017 5:17,994.247,Monroe Ave & Leslie Ave,S Glebe & Potomac Ave,Customer
1692021,6/26/2017 10:36,6/26/2017 10:43,458.001,15th & W St NW,15th & M St NW,Customer
934960,4/24/2017 8:44,4/24/2017 9:03,1130.811,Montgomery & East Ln,Montgomery & East Ln,Subscriber
52174,1/12/2017 9:47,1/12/2017 9:55,464.036,Massachusetts Ave & Dupont Circle NW,14th & R St NW,Customer
1451301,6/8/2017 7:18,6/8/2017 7:30,712.889,2nd & G St NE,Eckington Pl & Q St NE,Customer
1591204,6/19/2017 6:39,6/19/2017 6:53,844.156,11th & Kenyon St NW,22nd & P ST NW,Subscriber
1182683,5/17/2017 5:10,5/17/2017 5:30,1233.125,New York Ave & 15th St NW,4th & W St NE,Subscriber
239800,2/9/2017 17:02,2/9/2017 17:06,236.023,20th & O St NW / Dupont South,17th & Corcoran St NW,Subscriber
69827,1/15/2017 11:52,1/15/2017 12:07,938.201,1st & Rhode Island Ave NW,20th St & Florida Ave NW,Subscriber
39709,1/10/2017 15:41,1/10/2017 16:09,1704.147,Hains Point/Buckeye & Ohio Dr SW,Hains Point/Buckeye & Ohio Dr SW,Subscriber
81169,1/17/2017 15:11,1/17/2017 15:17,404.934,3rd St & Pennsylvania Ave SE,Lincoln Park / 13th & East Capitol St NE ,Subscriber
1487051,6/10/2017 12:45,6/10/2017 12:57,673.676,Park Rd & Holmead Pl NW,New Hampshire Ave & T St NW,Customer
1603783,6/20/2017 6:54,6/20/2017 7:03,568.946,Columbus Circle / Union Station,4th & E St SW,Subscriber
1379399,6/2/2017 11:57,6/3/2017 12:26,1739.547,Thomas Circle,13th & H St NE,Subscriber
302205,2/18/2017 17:02,2/18/2017 18:37,5684.717,10th & G St NW,N Lynn St & Fairfax Dr,Customer
1651194,6/23/2017 12:37,6/23/2017 12:43,354.132,Rhode Island & Connecticut Ave NW,14th & L St NW,Subscriber
1437974,6/7/2017 7:07,6/7/2017 7:15,522.637,14th & D St NW / Ronald Reagan Building,Lincoln Memorial,Subscriber
227812,2/8/2017 8:33,2/8/2017 8:46,805.311,7th & R St NW / Shaw Library,21st & M St NW,Subscriber
1605680,6/20/2017 7:49,6/20/2017 8:00,607.412,7th & T St NW,7th & T St NW,Customer
1310917,5/28/2017 6:41,5/28/2017 6:53,706.98,3rd & Tingey St SE,1st & D St SE,Customer
804515,4/13/2017 9:14,4/13/2017 9:50,2144.164,Commonwealth Ave & Oak St,17th St & Independence Ave SW,Subscriber
91952,1/19/2017 7:44,1/19/2017 7:54,575.926,Wilson Blvd & N Edgewood St,N Randolph St & Fairfax Dr,Subscriber
158487,1/29/2017 13:26,1/29/2017 13:31,302.094,17th & Corcoran St NW,17th & K St NW,Subscriber
1294921,5/26/2017 12:27,5/26/2017 2:08,6004.119,Saint Asaph & Madison St,Lincoln Memorial,Customer
1465676,6/9/2017 7:17,6/9/2017 7:33,939.558,22nd & P ST NW,8th & F St NW,Subscriber
277169,2/15/2017 15:43,2/15/2017 15:48,312.268,Saint Asaph St & Pendleton  St,Braddock Rd Metro,Subscriber
1296295,5/27/2017 1:46,5/27/2017 2:02,956.032,8th & H St NW,New Hampshire Ave & T St NW,Customer
41220,1/10/2017 18:28,1/10/2017 18:38,582.091,14th & Irving St NW,Thomas Circle,Subscriber
1398241,6/4/2017 4:40,6/4/2017 5:34,3201.247,37th & O St NW / Georgetown University,4th & E St SW,Customer
1276812,5/25/2017 4:15,5/25/2017 4:21,339.017,4th & E St SW,USDA / 12th & Independence Ave SW,Subscriber
10558,1/4/2017 8:09,1/4/2017 8:33,1435.858,Mount Vernon Ave & Kennedy St,Jefferson Memorial,Subscriber
455087,3/8/2017 10:09,3/8/2017 10:28,1135.053,Adams Mill & Columbia Rd NW,1st & M St NE,Subscriber
647371,4/1/2017 1:49,4/1/2017 2:29,2402.142,Lincoln Memorial,14th & D St NW / Ronald Reagan Building,Customer
363928,2/24/2017 15:09,2/24/2017 15:13,278.058,17th & Rhode Island Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1366596,6/2/2017 1:36,6/2/2017 1:42,379.345,11th & H St NE,Columbus Circle / Union Station,Subscriber
1594612,6/19/2017 8:56,6/19/2017 9:03,444.371,3rd St & Pennsylvania Ave SE,M St & Delaware Ave NE,Subscriber
995525,4/29/2017 10:35,4/29/2017 10:43,447.846,3rd & H St NE,13th & H St NE,Subscriber
1264636,5/24/2017 3:41,5/24/2017 4:01,1157.923,Columbia Pike & S Orme St,Lincoln Memorial,Customer
447897,3/7/2017 13:15,3/7/2017 13:30,893.093,18th & M St NW,37th & O St NW / Georgetown University,Subscriber
1238287,5/21/2017 6:50,5/21/2017 6:57,390.508,5th & K St NW,10th & E St NW,Subscriber
1556418,6/16/2017 6:18,6/16/2017 6:25,443.181,L'Enfant Plaza / 7th & C St SW,14th & D St NW / Ronald Reagan Building,Subscriber
1660129,6/24/2017 8:43,6/24/2017 8:51,479.272,East West Hwy & 16th St,East West Hwy & Blair Mill Rd,Customer
98076,1/19/2017 20:27,1/19/2017 20:37,602.137,C & O Canal & Wisconsin Ave NW,22nd & I St NW / Foggy Bottom,Customer
1739087,6/30/2017 2:55,6/30/2017 3:00,246.98,10th & Florida Ave NW,14th & V St NW,Subscriber
1430400,6/6/2017 11:11,6/6/2017 11:39,1714.625,10th & Monroe St NE,14th & R St NW,Subscriber
1138633,5/13/2017 10:05,5/13/2017 10:08,170.241,14th & D St SE,15th St & Massachusetts Ave SE,Subscriber
1494488,6/11/2017 8:28,6/11/2017 8:33,287.13,Wilson Blvd & N Edgewood St,Fairfax Dr & Kenmore St,Subscriber
533094,3/20/2017 14:34,3/20/2017 14:58,1444.307,New York Ave & 15th St NW,7th & F St NW/Portrait Gallery,Customer
1714077,6/28/2017 6:06,6/28/2017 6:20,825.461,Henry Bacon Dr & Lincoln Memorial Circle NW,Lee Hwy & N Scott St,Subscriber
407740,3/1/2017 18:11,3/1/2017 18:25,891.399,21st St & Pennsylvania Ave NW,5th St & Massachusetts Ave NW,Subscriber
1098965,5/9/2017 5:15,5/9/2017 5:34,1160.381,10th & K St NW,Potomac & Pennsylvania Ave SE,Subscriber
521787,3/18/2017 17:27,3/18/2017 17:30,201.276,15th & P St NW,17th & Rhode Island Ave NW,Subscriber
379715,2/26/2017 10:39,2/26/2017 10:48,544.617,15th & P St NW,New York Ave & 15th St NW,Subscriber
763171,4/11/2017 1:10,4/11/2017 1:30,1166.074,Jefferson Memorial,Lincoln Memorial,Customer
559337,3/23/2017 9:11,3/23/2017 9:23,704.48,Calvert St & Woodley Pl NW,21st St & Pennsylvania Ave NW,Subscriber
570973,3/24/2017 16:54,3/24/2017 17:26,1888.943,4th St & Madison Dr NW,Lincoln Memorial,Customer
1133840,5/13/2017 2:31,5/13/2017 2:53,1351.816,6th St & Indiana Ave NW,Jefferson Dr & 14th St SW,Customer
1208261,5/19/2017 4:56,5/19/2017 5:01,351.239,10th & K St NW,North Capitol St & F St NW,Subscriber
267177,2/14/2017 8:37,2/14/2017 8:44,440.396,Lee Hwy & N Adams St,Lynn & 19th St North,Subscriber
601066,3/27/2017 13:02,3/27/2017 13:45,2620.91,6th St & Indiana Ave NW,4th St & Madison Dr NW,Customer
1130836,5/12/2017 9:27,5/12/2017 9:33,332.825,8th & O St NW,10th & G St NW,Subscriber
77719,1/16/2017 18:39,1/16/2017 18:55,933.324,8th & O St NW,New Hampshire Ave & T St NW,Subscriber
1321030,5/29/2017 4:12,5/29/2017 4:40,1680.565,10th & E St NW,Jefferson Memorial,Subscriber
1044668,5/3/2017 7:44,5/3/2017 7:51,420.555,16th & R St NW,New Hampshire Ave & 24th St NW,Subscriber
628295,3/29/2017 17:39,3/29/2017 17:50,607.095,16th & K St NW,16th & K St NW,Customer
1377059,6/2/2017 9:22,6/2/2017 9:36,874.41,22nd & P ST NW,14th & R St NW,Subscriber
1310333,5/28/2017 5:56,5/28/2017 6:02,366.871,1st & D St SE,M St & New Jersey Ave SE,Subscriber
924133,4/23/2017 4:44,4/23/2017 4:47,213.473,D St & Maryland Ave NE,11th & H St NE,Subscriber
1621225,6/21/2017 8:33,6/21/2017 8:51,1047.107,14th & Irving St NW,14th St & New York Ave NW,Subscriber
1658817,6/24/2017 7:36,6/24/2017 7:49,804.405,Lynn & 19th St North,34th St & Wisconsin Ave NW,Subscriber
643168,3/31/2017 8:33,3/31/2017 8:46,762.948,14th & D St NW / Ronald Reagan Building,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Subscriber
429803,3/4/2017 20:27,3/4/2017 20:37,591.502,New York Ave & 15th St NW,15th & P St NW,Subscriber
17016,1/5/2017 7:08,1/5/2017 7:26,1058.272,Central Library / N Quincy St & 10th St N,Lincoln Memorial,Subscriber
1690628,6/26/2017 9:06,6/26/2017 9:11,285.476,Crystal City Metro / 18th & Bell St,27th & Crystal Dr,Subscriber
1575991,6/17/2017 12:18,6/17/2017 12:42,1384.189,4th & C St SW,Hains Point/Buckeye & Ohio Dr SW,Subscriber
167169,1/31/2017 6:13,1/31/2017 6:18,275.217,M St & Delaware Ave NE,Columbus Circle / Union Station,Subscriber
628507,3/29/2017 17:46,3/29/2017 18:03,1020.29,18th & R St NW,Lincoln Memorial,Subscriber
1113701,5/10/2017 6:17,5/10/2017 6:27,618.191,4th & M St SW,8th & D St NW,Subscriber
766040,4/11/2017 4:37,4/11/2017 4:53,945.893,Jefferson Dr & 14th St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1669143,6/25/2017 3:37,6/25/2017 3:51,863.318,4th St & Madison Dr NW,11th & O St NW,Customer
277185,2/15/2017 15:44,2/15/2017 15:54,581.881,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Maryland Ave & E St NE,Subscriber
1072603,5/6/2017 8:45,5/6/2017 9:19,2063.165,New Hampshire Ave & 24th St NW,11th & Kenyon St NW,Subscriber
648459,4/1/2017 2:53,4/1/2017 3:00,416.44,Thomas Circle,21st St & Pennsylvania Ave NW,Subscriber
1205211,5/19/2017 1:04,5/19/2017 1:20,930.982,17th St & Independence Ave SW,Lincoln Memorial,Customer
1094321,5/8/2017 10:03,5/8/2017 10:20,1056.149,Georgia & New Hampshire Ave NW,14th & R St NW,Subscriber
1402515,6/4/2017 9:16,6/4/2017 9:36,1171.22,Columbia & Ontario Rd NW,US Dept of State / Virginia Ave & 21st St NW,Customer
1370769,6/2/2017 5:40,6/2/2017 5:49,562.232,Reston Town Center Transit Station,Reston Station,Subscriber
531154,3/20/2017 9:25,3/20/2017 10:04,2302.829,22nd & P ST NW,16th & Irving St NW,Customer
106485,1/21/2017 10:25,1/21/2017 11:04,2324.446,16th & Irving St NW,10th St & L'Enfant Plaza SW,Subscriber
1200958,5/18/2017 8:09,5/18/2017 8:21,714.824,Ward Circle / American University,Connecticut & Nebraska Ave NW,Subscriber
1315995,5/28/2017 11:57,5/29/2017 12:09,730.26,8th & F St NW,22nd & P ST NW,Subscriber
288547,2/17/2017 9:04,2/17/2017 9:25,1270.063,3rd & G St SE,New York Ave & 15th St NW,Customer
1279221,5/25/2017 8:05,5/25/2017 8:13,465.503,Braddock Rd Metro,Madison & Fairfax St,Customer
932497,4/24/2017 6:17,4/24/2017 6:29,728.794,21st St & Pennsylvania Ave NW,5th & K St NW,Subscriber
437852,3/6/2017 11:12,3/6/2017 11:17,273.319,Eastern Market Metro / Pennsylvania Ave & 7th St SE,3rd & G St SE,Subscriber
976590,4/28/2017 6:37,4/28/2017 7:26,2897.122,3rd St & Pennsylvania Ave SE,20th & E St NW,Customer
1260800,5/23/2017 9:01,5/23/2017 9:07,348.64,S Joyce & 16th St S,Crystal City Metro / 18th & Bell St,Subscriber
200497,2/4/2017 16:26,2/4/2017 16:38,717.812,14th St Heights / 14th & Crittenden St NW,Park Rd & Holmead Pl NW,Subscriber
541331,3/21/2017 10:29,3/21/2017 10:40,683.66,24th & N St NW,14th & Rhode Island Ave NW,Subscriber
1718497,6/28/2017 8:14,6/28/2017 8:21,464.512,10th & G St NW,15th & K St NW,Customer
1269763,5/24/2017 7:31,5/24/2017 7:47,961.29,Lincoln Park / 13th & East Capitol St NE ,Independence Ave & L'Enfant Plaza SW/DOE,Subscriber
897971,4/20/2017 7:49,4/20/2017 7:54,335.506,New Hampshire Ave & T St NW,24th & N St NW,Subscriber
109337,1/21/2017 15:12,1/21/2017 15:22,552.929,8th & East Capitol St NE,3rd & G St SE,Subscriber
65244,1/13/2017 18:07,1/13/2017 18:27,1187.018,L'Enfant Plaza / 7th & C St SW,15th & East Capitol St NE,Subscriber
282144,2/16/2017 8:52,2/16/2017 9:00,477.426,18th & R St NW,11th & O St NW,Subscriber
187599,2/2/2017 16:32,2/2/2017 16:38,361.635,17th & Rhode Island Ave NW,21st & I St NW,Subscriber
1570198,6/17/2017 7:13,6/17/2017 7:49,2168.424,Columbia Rd & Belmont St NW,Lincoln Memorial,Customer
369827,2/24/2017 21:21,2/24/2017 21:41,1231.747,14th & G St NW,North Capitol St & F St NW,Customer
51451,1/12/2017 8:43,1/12/2017 8:50,455.279,17th & K St NW,14th & Rhode Island Ave NW,Subscriber
1384051,6/3/2017 4:06,6/3/2017 4:23,1016.835,11th & Kenyon St NW,17th & K St NW / Farragut Square,Subscriber
1740807,6/30/2017 4:45,6/30/2017 5:09,1458.307,River Rd & Landy Ln,River Rd & Landy Ln,Subscriber
1179477,5/16/2017 12:12,5/16/2017 2:43,9107.897,Lincoln Memorial,S Joyce & Army Navy Dr,Customer
663965,4/2/2017 6:17,4/2/2017 6:44,1612.343,Jefferson Memorial,12th & L St NW,Subscriber
25444,1/6/2017 13:14,1/6/2017 13:16,138.248,Florida Ave & R St NW,New Jersey Ave & R St NW,Subscriber
929504,4/23/2017 11:49,4/23/2017 11:51,142.741,14th & Irving St NW,11th & Kenyon St NW,Subscriber
963502,4/27/2017 7:16,4/27/2017 7:34,1098.968,Lynn & 19th St North,22nd & I St NW / Foggy Bottom,Subscriber
818403,4/14/2017 8:16,4/14/2017 8:34,1062.78,8th & D St NW,12th & U St NW,Subscriber
902353,4/21/2017 1:25,4/21/2017 1:51,1576.006,22nd St & Constitution Ave NW,20th & E St NW,Customer
473396,3/9/2017 18:37,3/9/2017 18:48,685.19,Georgia & New Hampshire Ave NW,Adams Mill & Columbia Rd NW,Subscriber
1248362,5/22/2017 6:29,5/22/2017 6:32,186.975,Eastern Market Metro / Pennsylvania Ave & 7th St SE,8th & East Capitol St NE,Subscriber
1580839,6/18/2017 5:27,6/18/2017 5:46,1191.669,8th & O St NW,24th & N St NW,Subscriber
28066,1/6/2017 20:13,1/6/2017 20:19,332.703,Duke St & John Carlyle St,Eisenhower Ave & Mill Race Ln,Subscriber
415792,3/2/2017 17:36,3/2/2017 17:43,395.663,12th & U St NW,15th & P St NW,Subscriber
118393,1/23/2017 18:02,1/23/2017 18:17,866.366,1st & M St NE,4th & E St SW,Subscriber
1210867,5/19/2017 6:42,5/19/2017 6:44,118.642,15th & L St NW,17th & K St NW,Subscriber
1050140,5/4/2017 1:23,5/4/2017 1:40,966.934,Braddock Rd Metro,S Glebe & Potomac Ave,Subscriber
1464172,6/9/2017 6:15,6/9/2017 6:39,1398.253,17th St & Independence Ave SW,Columbus Circle / Union Station,Subscriber
253342,2/11/2017 18:39,2/11/2017 18:53,836.888,Washington & Independence Ave SW/HHS,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
696427,4/5/2017 4:12,4/5/2017 4:32,1196.236,Georgia Ave and Fairmont St NW,New York Ave & 15th St NW,Subscriber
691575,4/4/2017 9:02,4/4/2017 9:05,162.897,17th St & Massachusetts Ave NW,17th & K St NW,Subscriber
1089977,5/8/2017 6:40,5/8/2017 7:04,1449.502,Henry Bacon Dr & Lincoln Memorial Circle NW,10th & G St NW,Customer
1120744,5/10/2017 11:23,5/10/2017 11:33,646.312,New Jersey Ave & R St NW,New Hampshire Ave & T St NW,Subscriber
222900,2/7/2017 17:55,2/7/2017 18:03,532.789,Calvert St & Woodley Pl NW,Park Rd & Holmead Pl NW,Subscriber
53262,1/12/2017 13:24,1/12/2017 13:57,2026.644,Jefferson Dr & 14th St SW,L'Enfant Plaza / 7th & C St SW,Customer
1714858,6/28/2017 6:29,6/28/2017 6:35,353.631,11th & Girard St NW,Park Rd & Holmead Pl NW,Subscriber
1011157,4/30/2017 11:59,4/30/2017 12:13,817.378,Lincoln Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1278962,5/25/2017 7:39,5/25/2017 7:46,442.437,20th St & Florida Ave NW,18th & M St NW,Subscriber
386189,2/27/2017 8:11,2/27/2017 8:27,960.173,15th & W St NW,20th St & Virginia Ave NW,Subscriber
430563,3/5/2017 8:45,3/5/2017 9:06,1262.842,S Joyce & Army Navy Dr,Washington Blvd & Walter Reed Dr ,Subscriber
581292,3/25/2017 13:42,3/25/2017 13:51,513.222,5th & K St NW,10th & E St NW,Customer
343322,2/22/2017 18:08,2/22/2017 18:26,1034.686,19th & K St NW,8th & H St NW,Customer
183342,2/2/2017 6:52,2/2/2017 7:05,793.185,4th & M St SW,New York Ave & 15th St NW,Subscriber
1447638,6/8/2017 5:22,6/8/2017 5:46,1452.82,4th & C St SW,Jefferson Memorial,Customer
997489,4/29/2017 11:54,4/29/2017 12:57,3727.212,8th & O St NW,4th & M St SW,Customer
823078,4/14/2017 12:11,4/14/2017 12:18,408.447,Thomas Circle,7th & T St NW,Subscriber
300880,2/18/2017 15:55,2/18/2017 16:04,591.872,Market Square / King St & Royal St,King St Metro South,Customer
888118,4/19/2017 10:12,4/19/2017 11:06,3212.073,Ballenger Ave & Dulaney St,Potomac & M St NW,Subscriber
542487,3/21/2017 13:44,3/21/2017 13:53,549.488,9th & Upshur St NW,7th & T St NW,Subscriber
809584,4/14/2017 2:28,4/14/2017 2:49,1284.582,11th & O St NW,North Capitol St & F St NW,Subscriber
772007,4/11/2017 7:45,4/11/2017 8:23,2267.873,25th St & Pennsylvania Ave NW,Eastern Market / 7th & North Carolina Ave SE,Subscriber
1112591,5/10/2017 5:42,5/10/2017 5:53,655.358,3rd & Elm St NW,18th & R St NW,Subscriber
1314896,5/28/2017 11:07,5/28/2017 11:12,276.139,Lincoln Park / 13th & East Capitol St NE ,13th & H St NE,Subscriber
1338056,5/30/2017 8:40,5/30/2017 8:52,757.283,Iwo Jima Memorial/N Meade & 14th St N,17th St & Independence Ave SW,Subscriber
1013693,5/1/2017 2:56,5/1/2017 2:59,150.07,22nd & I St NW / Foggy Bottom,21st & M St NW,Subscriber
196534,2/3/2017 19:14,2/3/2017 19:18,283.917,Calvert St & Woodley Pl NW,18th St & Wyoming Ave NW,Subscriber
500337,3/15/2017 9:21,3/15/2017 9:48,1650.611,Park Rd & Holmead Pl NW,17th & G St NW,Subscriber
710210,4/6/2017 6:33,4/6/2017 6:35,91.137,Columbus Circle / Union Station,2nd & G St NE,Subscriber
396405,2/28/2017 10:01,2/28/2017 10:16,848.575,Columbus Circle / Union Station,Jefferson Dr & 14th St SW,Subscriber
393656,2/28/2017 6:50,2/28/2017 7:01,671.691,L'Enfant Plaza / 7th & C St SW,New York Ave & 15th St NW,Subscriber
1491709,6/11/2017 5:18,6/11/2017 5:31,762.604,USDA / 12th & Independence Ave SW,Jefferson Memorial,Customer
1508678,6/12/2017 8:59,6/12/2017 9:16,1024.28,17th St & Independence Ave SW,4th & C St SW,Customer
685438,4/4/2017 5:35,4/4/2017 5:39,270.835,7th & R St NW / Shaw Library,1st & Rhode Island Ave NW,Subscriber
1092752,5/8/2017 8:28,5/8/2017 8:45,979.647,17th St & Massachusetts Ave NW,4th & D St NW / Judiciary Square,Subscriber
1184971,5/17/2017 6:27,5/17/2017 6:40,834.047,Columbus Circle / Union Station,3rd & Tingey St SE,Subscriber
1441761,6/7/2017 9:12,6/7/2017 9:27,918.025,Park Rd & Holmead Pl NW,1st & O St NW,Subscriber
409236,3/1/2017 20:17,3/1/2017 20:31,876.371,3rd & Tingey St SE,3rd & H St NE,Customer
1212266,5/19/2017 7:34,5/19/2017 7:47,785.744,Jefferson Memorial,15th & L St NW,Subscriber
594529,3/26/2017 14:03,3/26/2017 14:23,1151.394,14th & G St NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1180662,5/17/2017 2:26,5/17/2017 2:33,398.726,19th & K St NW,22nd St & Constitution Ave NW,Subscriber
1202977,5/18/2017 9:42,5/18/2017 9:48,327.254,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22nd St & Constitution Ave NW,Subscriber
983873,4/28/2017 12:10,4/28/2017 12:18,479.464,6th St & Indiana Ave NW,New York Ave & 15th St NW,Subscriber
1075071,5/7/2017 1:13,5/7/2017 1:18,292.956,3rd & D St SE,1st & K St SE,Subscriber
415895,3/2/2017 17:42,3/2/2017 17:45,196.844,5th & K St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
941287,4/25/2017 7:51,4/25/2017 7:59,507.385,M St & Pennsylvania Ave NW,17th St & Massachusetts Ave NW,Subscriber
880319,4/19/2017 4:50,4/19/2017 6:16,5187.092,Lincoln Memorial,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
179351,2/1/2017 16:30,2/1/2017 16:37,413.574,New York Ave & 15th St NW,5th St & Massachusetts Ave NW,Subscriber
311146,2/19/2017 14:43,2/19/2017 15:48,3905.889,22nd St & Constitution Ave NW,Washington & Independence Ave SW/HHS,Customer
787247,4/12/2017 7:55,4/12/2017 8:15,1197.549,1st & D St SE,21st St & Constitution Ave NW,Subscriber
1686650,6/26/2017 7:03,6/26/2017 7:25,1296.617,1st & M St NE,11th & Kenyon St NW,Subscriber
530374,3/20/2017 8:26,3/20/2017 8:33,371.371,11th & H St NE,Columbus Circle / Union Station,Subscriber
1058428,5/4/2017 8:28,5/4/2017 8:33,272.02,12th & L St NW,15th & P St NW,Subscriber
1035586,5/2/2017 10:38,5/2/2017 11:05,1593.968,5th St & Massachusetts Ave NW,Park Rd & Holmead Pl NW,Customer
50718,1/12/2017 8:02,1/12/2017 8:19,1035.74,15th & F St NE,Metro Center / 12th & G St NW,Subscriber
1401030,6/4/2017 7:36,6/4/2017 7:46,598.648,Potomac & M St NW,24th & N St NW,Customer
1186026,5/17/2017 7:03,5/17/2017 7:08,288.388,Kennedy Center,US Dept of State / Virginia Ave & 21st St NW,Subscriber
1248817,5/22/2017 6:53,5/22/2017 7:04,638.807,Florida Ave & R St NW,4th & D St NW / Judiciary Square,Subscriber
323061,2/20/2017 15:17,2/20/2017 15:29,694.483,8th & H St NW,1st & M St NE,Subscriber
189967,2/2/2017 19:50,2/2/2017 20:10,1177.139,Clarendon Blvd & Pierce St,Fairfax Dr & Kenmore St,Subscriber
712907,4/6/2017 8:40,4/6/2017 8:51,677.466,10th & Florida Ave NW,22nd & P ST NW,Subscriber
